roll_no,gender,race_ethnicity,total_score,grade,academic_strength,lunch,test_preparation_course
std-8644,female,group D,331.0,A,82.75,0.0,0.0
std-8646,female,group B,305.0,B,76.25,1.0,1.0
std-8647,female,group D,250.0,B,62.5,1.0,1.0
std-8648,female,group D,336.0,A,84.0,1.0,0.0
std-8649,female,group B,284.0,B,71.0,0.0,0.0
std-8650,female,group E,258.0,B,64.5,1.0,0.0
std-8651,female,group A,251.0,B,62.75,1.0,0.0
std-8652,female,group D,298.0,B,74.5,1.0,0.0
std-8653,female,group C,286.0,B,71.5,0.0,0.0
std-8654,female,group C,253.0,B,63.25,1.0,0.0
std-8655,female,group B,311.0,B,77.75,0.0,1.0
std-8656,female,group B,254.0,B,63.5,1.0,1.0
std-8657,female,group D,300.0,B,75.0,1.0,0.0
std-8658,female,group D,334.0,A,83.5,1.0,0.0
std-8659,female,group C,268.0,B,67.0,0.0,0.0
std-8660,female,group C,300.0,B,75.0,1.0,0.0
std-8661,female,group B,263.0,B,65.75,1.0,1.0
std-8662,female,group A,257.0,B,64.25,0.0,0.0
std-8663,female,group B,279.0,B,69.75,1.0,0.0
std-8664,female,group A,272.0,B,68.0,1.0,1.0
std-8667,female,group B,281.0,B,70.25,1.0,1.0
std-8669,female,group C,297.0,B,74.25,1.0,1.0
std-8671,female,group C,252.0,B,63.0,0.0,1.0
std-8672,female,group B,306.0,B,76.5,1.0,0.0
std-8673,female,group C,252.0,B,63.0,1.0,0.0
std-8674,female,group C,266.0,B,66.5,1.0,1.0
std-8675,female,group A,279.0,B,69.75,0.0,1.0
std-8677,female,group E,272.0,B,68.0,0.0,0.0
std-8678,female,group D,285.0,B,71.25,1.0,1.0
std-8679,female,group D,292.0,B,73.0,1.0,1.0
std-8680,female,group C,262.0,B,65.5,1.0,0.0
std-8682,female,group B,302.0,B,75.5,1.0,0.0
std-8683,female,group D,300.0,B,75.0,1.0,0.0
std-8684,female,group D,261.0,B,65.25,1.0,1.0
std-8685,female,group D,272.0,B,68.0,1.0,0.0
std-8686,female,group E,260.0,B,65.0,1.0,1.0
std-8687,female,group B,265.0,B,66.25,1.0,0.0
std-8688,female,group B,348.0,A,87.0,1.0,1.0
std-8689,female,group D,275.0,B,68.75,1.0,0.0
std-8690,female,group E,308.0,B,77.0,1.0,1.0
std-8691,female,group A,254.0,B,63.5,0.0,0.0
std-8692,female,group C,297.0,B,74.25,1.0,0.0
std-8693,female,group C,297.0,B,74.25,1.0,1.0
std-8694,female,group A,311.0,B,77.75,1.0,1.0
std-8695,female,group C,296.0,B,74.0,1.0,1.0
std-8696,female,group D,319.0,B,79.75,1.0,0.0
std-8697,female,group C,278.0,B,69.5,1.0,1.0
std-8699,female,group C,278.0,B,69.5,0.0,0.0
std-8700,female,group E,288.0,B,72.0,1.0,0.0
std-8701,female,group E,285.0,B,71.25,1.0,1.0
std-8702,female,group B,292.0,B,73.0,0.0,0.0
std-8703,female,group E,282.0,B,70.5,0.0,1.0
std-8704,female,group C,300.0,B,75.0,1.0,1.0
std-8706,female,group C,283.0,B,70.75,1.0,0.0
std-8707,female,group E,306.0,B,76.5,1.0,0.0
std-8710,female,group B,311.0,B,77.75,0.0,0.0
std-8711,female,group D,296.0,B,74.0,1.0,0.0
std-8713,female,group A,285.0,B,71.25,1.0,0.0
std-8714,female,group C,320.0,A,80.0,1.0,1.0
std-8715,female,group B,350.0,A,87.5,1.0,0.0
std-8716,female,group D,288.0,B,72.0,1.0,0.0
std-8718,female,group E,277.0,B,69.25,1.0,0.0
std-8719,female,group E,264.0,B,66.0,1.0,0.0
std-8720,female,group E,294.0,B,73.5,1.0,0.0
std-8721,female,group D,251.0,B,62.75,0.0,0.0
std-8722,female,group B,315.0,B,78.75,1.0,1.0
std-8724,female,group C,275.0,B,68.75,1.0,1.0
std-8725,female,group D,286.0,B,71.5,1.0,0.0
std-8726,female,group D,332.0,A,83.0,1.0,1.0
std-8727,female,group A,277.0,B,69.25,0.0,1.0
std-8728,female,group E,257.0,B,64.25,0.0,0.0
std-8729,female,group A,251.0,B,62.75,1.0,1.0
std-8730,female,group B,300.0,B,75.0,1.0,1.0
std-8731,female,group E,303.0,B,75.75,0.0,0.0
std-8732,female,group E,274.0,B,68.5,0.0,0.0
std-8733,female,group B,271.0,B,67.75,1.0,0.0
std-8734,female,group C,312.0,B,78.0,1.0,0.0
std-8735,female,group B,297.0,B,74.25,0.0,0.0
std-8736,female,group A,350.0,A,87.5,1.0,0.0
std-8737,female,group D,286.0,B,71.5,1.0,0.0
std-8738,female,group C,263.0,B,65.75,1.0,1.0
std-8739,female,group E,274.0,B,68.5,0.0,1.0
std-8740,female,group A,293.0,B,73.25,0.0,1.0
std-8741,female,group B,251.0,B,62.75,1.0,0.0
std-8742,female,group B,326.0,A,81.5,0.0,1.0
std-8743,female,group A,274.0,B,68.5,1.0,0.0
std-8745,female,group E,296.0,B,74.0,1.0,1.0
std-8746,female,group C,301.0,B,75.25,1.0,1.0
std-8747,female,group C,350.0,A,87.5,1.0,0.0
std-8748,female,group C,286.0,B,71.5,0.0,0.0
std-8749,female,group E,273.0,B,68.25,1.0,1.0
std-8750,female,group B,296.0,B,74.0,1.0,0.0
std-8751,female,group C,276.0,B,69.0,1.0,0.0
std-8752,female,group D,289.0,B,72.25,1.0,0.0
std-8753,female,group A,308.0,B,77.0,1.0,0.0
std-8754,female,group C,256.0,B,64.0,1.0,1.0
std-8756,female,group B,296.0,B,74.0,1.0,0.0
std-8757,female,group D,344.0,A,86.0,0.0,0.0
std-8758,female,group C,303.0,B,75.75,1.0,0.0
std-8759,female,group E,284.0,B,71.0,1.0,0.0
std-8760,female,group C,299.0,B,74.75,1.0,1.0
std-8761,female,group D,298.0,B,74.5,0.0,0.0
std-8762,female,group D,286.0,B,71.5,0.0,1.0
std-8763,female,group D,305.0,B,76.25,1.0,0.0
std-8764,female,group D,253.0,B,63.25,1.0,0.0
std-8765,female,group C,294.0,B,73.5,1.0,1.0
std-8766,female,group C,299.0,B,74.75,1.0,0.0
std-8767,female,group B,252.0,B,63.0,1.0,1.0
std-8769,female,group B,270.0,B,67.5,1.0,1.0
std-8770,female,group A,318.0,B,79.5,1.0,1.0
std-8771,female,group C,314.0,B,78.5,1.0,0.0
std-8772,female,group D,329.0,A,82.25,0.0,1.0
std-8773,female,group A,267.0,B,66.75,1.0,1.0
std-8774,female,group E,268.0,B,67.0,0.0,0.0
std-8776,female,group C,276.0,B,69.0,0.0,0.0
std-8777,female,group B,302.0,B,75.5,1.0,1.0
std-8778,female,group C,253.0,B,63.25,1.0,0.0
std-8779,female,group C,383.0,A,95.75,1.0,0.0
std-8780,female,group C,251.0,B,62.75,0.0,1.0
std-8781,female,group A,333.0,A,83.25,0.0,1.0
std-8782,female,group B,256.0,B,64.0,1.0,1.0
std-8784,female,group D,252.0,B,63.0,1.0,0.0
std-8785,female,group D,308.0,B,77.0,1.0,1.0
std-8787,female,group C,263.0,B,65.75,1.0,0.0
std-8788,female,group A,282.0,B,70.5,1.0,0.0
std-8790,female,group D,324.0,A,81.0,1.0,1.0
std-8791,female,group B,280.0,B,70.0,1.0,0.0
std-8792,female,group A,337.0,A,84.25,0.0,0.0
std-8793,female,group B,322.0,A,80.5,1.0,0.0
std-8794,female,group A,261.0,B,65.25,0.0,1.0
std-8795,female,group E,251.0,B,62.75,1.0,1.0
std-8797,female,group A,300.0,B,75.0,1.0,0.0
std-8798,female,group C,254.0,B,63.5,1.0,1.0
std-8799,female,group A,265.0,B,66.25,0.0,0.0
std-8800,female,group A,309.0,B,77.25,0.0,0.0
std-8801,female,group D,309.0,B,77.25,0.0,0.0
std-8802,female,group C,254.0,B,63.5,1.0,1.0
std-8804,female,group E,251.0,B,62.75,1.0,0.0
std-8805,female,group D,328.0,A,82.0,0.0,1.0
std-8808,female,group C,306.0,B,76.5,1.0,0.0
std-8809,female,group D,312.0,B,78.0,1.0,1.0
std-8810,female,group E,259.0,B,64.75,1.0,1.0
std-8811,female,group E,261.0,B,65.25,1.0,1.0
std-8812,female,group B,287.0,B,71.75,0.0,0.0
std-8814,female,group C,301.0,B,75.25,1.0,0.0
std-8815,female,group C,283.0,B,70.75,1.0,0.0
std-8817,female,group D,279.0,B,69.75,1.0,1.0
std-8818,female,group C,283.0,B,70.75,0.0,1.0
std-8819,female,group C,263.0,B,65.75,1.0,0.0
std-8820,female,group E,280.0,B,70.0,1.0,1.0
std-8821,female,group C,303.0,B,75.75,1.0,0.0
std-8822,female,group D,339.0,A,84.75,1.0,1.0
std-8823,female,group C,300.0,B,75.0,1.0,0.0
std-8824,female,group A,274.0,B,68.5,0.0,1.0
std-8826,female,group D,339.0,A,84.75,1.0,0.0
std-8827,female,group A,298.0,B,74.5,1.0,1.0
std-8828,female,group C,289.0,B,72.25,0.0,0.0
std-8830,female,group B,277.0,B,69.25,1.0,1.0
std-8831,female,group A,324.0,A,81.0,1.0,1.0
std-8832,female,group D,306.0,B,76.5,0.0,1.0
std-8833,female,group C,290.0,B,72.5,0.0,1.0
std-8834,female,group E,293.0,B,73.25,0.0,0.0
std-8835,female,group C,262.0,B,65.5,1.0,1.0
std-8836,female,group D,252.0,B,63.0,1.0,0.0
std-8837,female,group D,287.0,B,71.75,1.0,1.0
std-8838,female,group A,270.0,B,67.5,0.0,1.0
std-8839,female,group B,256.0,B,64.0,1.0,0.0
std-8840,female,group D,292.0,B,73.0,0.0,0.0
std-8842,female,group D,332.0,A,83.0,1.0,0.0
std-8843,female,group C,314.0,B,78.5,0.0,0.0
std-8845,female,group B,277.0,B,69.25,0.0,0.0
std-8846,female,group B,316.0,B,79.0,1.0,0.0
std-8847,female,group C,289.0,B,72.25,1.0,1.0
std-8848,female,group A,334.0,A,83.5,1.0,0.0
std-8849,female,group B,306.0,B,76.5,0.0,0.0
std-8850,female,group C,300.0,B,75.0,1.0,0.0
std-8853,female,group C,306.0,B,76.5,0.0,1.0
std-8854,female,group B,278.0,B,69.5,0.0,1.0
std-8855,female,group A,283.0,B,70.75,1.0,0.0
std-8856,female,group A,302.0,B,75.5,1.0,0.0
std-8859,female,group D,275.0,B,68.75,0.0,0.0
std-8860,female,group B,267.0,B,66.75,1.0,0.0
std-8861,female,group B,293.0,B,73.25,1.0,1.0
std-8863,female,group D,299.0,B,74.75,0.0,0.0
std-8864,female,group B,338.0,A,84.5,0.0,1.0
std-8866,female,group C,341.0,A,85.25,1.0,0.0
std-8867,female,group B,330.0,A,82.5,1.0,1.0
std-8868,female,group E,368.0,A,92.0,1.0,0.0
std-8869,female,group C,289.0,B,72.25,0.0,0.0
std-8870,female,group B,298.0,B,74.5,1.0,1.0
std-8872,female,group E,254.0,B,63.5,1.0,0.0
std-8874,female,group B,318.0,B,79.5,1.0,1.0
std-8875,female,group D,290.0,B,72.5,1.0,0.0
std-8876,female,group C,310.0,B,77.5,1.0,0.0
std-8877,female,group B,296.0,B,74.0,1.0,0.0
std-8878,female,group B,257.0,B,64.25,0.0,1.0
std-8880,female,group D,320.0,A,80.0,0.0,1.0
std-8881,female,group A,265.0,B,66.25,0.0,0.0
std-8882,female,group D,264.0,B,66.0,0.0,1.0
std-8884,female,group D,301.0,B,75.25,1.0,0.0
std-8885,female,group A,299.0,B,74.75,0.0,1.0
std-8886,female,group C,297.0,B,74.25,1.0,0.0
std-8890,female,group C,279.0,B,69.75,0.0,0.0
std-8891,female,group B,262.0,B,65.5,1.0,0.0
std-8892,female,group C,253.0,B,63.25,1.0,1.0
std-8893,female,group B,294.0,B,73.5,1.0,1.0
std-8894,female,group C,305.0,B,76.25,1.0,1.0
std-8896,female,group A,306.0,B,76.5,1.0,1.0
std-8897,female,group D,296.0,B,74.0,0.0,0.0
std-8898,female,group E,269.0,B,67.25,1.0,0.0
std-8899,female,group C,348.0,A,87.0,1.0,0.0
std-8900,female,group C,294.0,B,73.5,1.0,0.0
std-8901,female,group B,300.0,B,75.0,1.0,1.0
std-8902,female,group E,297.0,B,74.25,1.0,0.0
std-8903,female,group C,267.0,B,66.75,1.0,1.0
std-8904,female,group C,282.0,B,70.5,0.0,0.0
std-8905,female,group D,327.0,A,81.75,0.0,1.0
std-8906,female,group D,284.0,B,71.0,0.0,1.0
std-8907,female,group D,283.0,B,70.75,0.0,1.0
std-8908,female,group E,271.0,B,67.75,1.0,0.0
std-8910,female,group E,293.0,B,73.25,1.0,1.0
std-8911,female,group C,274.0,B,68.5,1.0,1.0
std-8912,female,group B,320.0,A,80.0,0.0,0.0
std-8913,female,group C,278.0,B,69.5,1.0,0.0
std-8915,female,group D,276.0,B,69.0,1.0,1.0
std-8917,female,group B,311.0,B,77.75,1.0,0.0
std-8918,female,group B,299.0,B,74.75,1.0,1.0
std-8919,female,group A,315.0,B,78.75,0.0,1.0
std-8920,female,group E,288.0,B,72.0,1.0,0.0
std-8921,female,group C,271.0,B,67.75,1.0,0.0
std-8922,female,group C,286.0,B,71.5,1.0,1.0
std-8923,female,group B,259.0,B,64.75,1.0,0.0
std-8924,female,group B,289.0,B,72.25,0.0,1.0
std-8925,female,group D,263.0,B,65.75,1.0,1.0
std-8926,female,group C,252.0,B,63.0,1.0,0.0
std-8928,female,group A,296.0,B,74.0,1.0,0.0
std-8930,female,group D,274.0,B,68.5,1.0,1.0
std-8932,female,group E,291.0,B,72.75,0.0,0.0
std-8933,female,group D,305.0,B,76.25,1.0,1.0
std-8934,female,group D,266.0,B,66.5,1.0,0.0
std-8937,female,group C,294.0,B,73.5,1.0,0.0
std-8938,female,group B,259.0,B,64.75,1.0,1.0
std-8940,female,group C,291.0,B,72.75,1.0,1.0
std-8941,female,group C,319.0,B,79.75,1.0,0.0
std-8942,female,group C,289.0,B,72.25,0.0,0.0
std-8943,female,group D,255.0,B,63.75,1.0,0.0
std-8944,female,group C,278.0,B,69.5,1.0,1.0
std-8945,female,group C,274.0,B,68.5,1.0,0.0
std-8946,female,group D,300.0,B,75.0,1.0,0.0
std-8947,female,group B,252.0,B,63.0,0.0,0.0
std-8948,female,group E,361.0,A,90.25,1.0,0.0
std-8949,female,group E,309.0,B,77.25,1.0,0.0
std-8950,female,group C,293.0,B,73.25,1.0,1.0
std-8951,female,group D,266.0,B,66.5,1.0,0.0
std-8952,female,group C,265.0,B,66.25,1.0,0.0
std-8954,female,group C,296.0,B,74.0,0.0,1.0
std-8955,female,group A,295.0,B,73.75,1.0,0.0
std-8956,female,group E,264.0,B,66.0,1.0,1.0
std-8957,female,group C,258.0,B,64.5,0.0,0.0
std-8958,female,group C,328.0,A,82.0,1.0,0.0
std-8960,female,group D,306.0,B,76.5,0.0,0.0
std-8961,female,group D,288.0,B,72.0,1.0,1.0
std-8962,female,group B,304.0,B,76.0,1.0,0.0
std-8963,female,group D,276.0,B,69.0,1.0,1.0
std-8964,female,group E,257.0,B,64.25,1.0,1.0
std-8965,female,group D,329.0,A,82.25,0.0,1.0
std-8966,female,group A,309.0,B,77.25,1.0,0.0
std-8967,female,group C,294.0,B,73.5,0.0,1.0
std-8968,female,group D,314.0,B,78.5,1.0,0.0
std-8971,female,group C,313.0,B,78.25,1.0,1.0
std-8972,female,group D,288.0,B,72.0,1.0,1.0
std-8973,female,group D,269.0,B,67.25,1.0,1.0
std-8974,female,group D,287.0,B,71.75,0.0,0.0
std-8976,female,group C,283.0,B,70.75,0.0,1.0
std-8977,female,group B,269.0,B,67.25,1.0,0.0
std-8978,female,group C,312.0,B,78.0,1.0,0.0
std-8979,female,group A,284.0,B,71.0,1.0,1.0
std-8980,female,group D,269.0,B,67.25,0.0,1.0
std-8981,female,group A,301.0,B,75.25,1.0,0.0
std-8982,female,group D,289.0,B,72.25,1.0,1.0
std-8983,female,group E,266.0,B,66.5,0.0,0.0
std-8984,female,group A,268.0,B,67.0,0.0,0.0
std-8985,female,group D,285.0,B,71.25,1.0,0.0
std-8986,female,group B,266.0,B,66.5,0.0,0.0
std-8988,female,group B,294.0,B,73.5,0.0,0.0
std-8989,female,group E,305.0,B,76.25,0.0,1.0
std-8991,female,group A,322.0,A,80.5,0.0,1.0
std-8992,female,group A,338.0,A,84.5,1.0,1.0
std-8993,female,group D,257.0,B,64.25,0.0,0.0
std-8994,female,group E,273.0,B,68.25,1.0,1.0
std-8995,female,group C,275.0,B,68.75,0.0,1.0
std-8997,female,group E,319.0,B,79.75,1.0,1.0
std-9000,female,group C,304.0,B,76.0,0.0,1.0
std-9002,female,group C,287.0,B,71.75,1.0,0.0
std-9003,female,group D,266.0,B,66.5,1.0,1.0
std-9004,female,group C,300.0,B,75.0,1.0,1.0
std-9005,female,group C,296.0,B,74.0,1.0,1.0
std-9006,female,group B,297.0,B,74.25,0.0,0.0
std-9007,female,group D,268.0,B,67.0,0.0,0.0
std-9008,female,group A,267.0,B,66.75,0.0,0.0
std-9009,female,group A,250.0,B,62.5,1.0,1.0
std-9010,female,group E,307.0,B,76.75,0.0,0.0
std-9011,female,group E,280.0,B,70.0,1.0,0.0
std-9012,female,group C,305.0,B,76.25,0.0,1.0
std-9013,female,group B,261.0,B,65.25,1.0,1.0
std-9015,female,group A,278.0,B,69.5,0.0,1.0
std-9016,female,group C,336.0,A,84.0,0.0,0.0
std-9019,female,group D,274.0,B,68.5,1.0,1.0
std-9020,female,group B,322.0,A,80.5,1.0,0.0
std-9021,female,group C,280.0,B,70.0,0.0,0.0
std-9023,female,group B,276.0,B,69.0,1.0,0.0
std-9024,female,group A,285.0,B,71.25,1.0,0.0
std-9025,female,group E,274.0,B,68.5,1.0,0.0
std-9027,female,group B,265.0,B,66.25,1.0,0.0
std-9028,female,group A,280.0,B,70.0,0.0,1.0
std-9029,female,group E,300.0,B,75.0,1.0,0.0
std-9030,female,group A,263.0,B,65.75,1.0,1.0
std-9032,female,group C,331.0,A,82.75,1.0,1.0
std-9033,female,group B,299.0,B,74.75,1.0,1.0
std-9034,female,group B,321.0,A,80.25,1.0,1.0
std-9035,female,group C,262.0,B,65.5,0.0,1.0
std-9036,female,group D,335.0,A,83.75,1.0,1.0
std-9037,female,group E,282.0,B,70.5,1.0,1.0
std-9038,female,group D,310.0,B,77.5,1.0,0.0
std-9039,female,group D,267.0,B,66.75,0.0,0.0
std-9040,female,group A,326.0,A,81.5,0.0,1.0
std-9041,female,group B,298.0,B,74.5,1.0,0.0
std-9044,female,group C,283.0,B,70.75,1.0,0.0
std-9045,female,group C,277.0,B,69.25,0.0,0.0
std-9046,female,group D,309.0,B,77.25,1.0,1.0
std-9047,female,group C,290.0,B,72.5,1.0,1.0
std-9048,female,group B,278.0,B,69.5,1.0,0.0
std-9049,female,group A,279.0,B,69.75,1.0,1.0
std-9050,female,group D,319.0,B,79.75,0.0,1.0
std-9052,female,group A,254.0,B,63.5,0.0,1.0
std-9053,female,group C,287.0,B,71.75,1.0,0.0
std-9055,female,group B,354.0,A,88.5,1.0,0.0
std-9056,female,group C,257.0,B,64.25,0.0,0.0
std-9057,female,group D,316.0,B,79.0,1.0,0.0
std-9058,female,group D,295.0,B,73.75,1.0,0.0
std-9059,female,group D,296.0,B,74.0,1.0,0.0
std-9060,female,group C,292.0,B,73.0,1.0,1.0
std-9061,female,group D,275.0,B,68.75,1.0,1.0
std-9063,,group D,253.0,B,63.25,0.0,0.0
std-9064,female,,348.0,A,87.0,0.0,0.0
std-9065,female,group D,291.0,B,72.75,1.0,0.0
std-9067,female,group A,278.0,B,69.5,0.0,
std-9069,female,group D,269.0,B,,1.0,0.0
std-9070,female,group E,296.0,B,,1.0,1.0
std-9071,female,group D,263.0,B,,1.0,0.0
std-9073,female,group C,276.0,B,69.0,0.0,0.0
std-9074,female,group B,325.0,A,81.25,1.0,0.0
std-9075,female,group B,254.0,B,63.5,1.0,0.0
std-9076,female,group E,253.0,B,63.25,1.0,1.0
std-9077,female,group D,285.0,B,71.25,1.0,0.0
std-9079,female,group C,312.0,B,78.0,1.0,1.0
std-9080,female,group B,259.0,B,64.75,1.0,1.0
std-9081,female,group C,331.0,A,82.75,1.0,0.0
std-9082,female,group C,304.0,B,76.0,1.0,0.0
std-9083,female,group D,304.0,B,76.0,1.0,0.0
std-9085,female,group E,290.0,B,72.5,0.0,1.0
std-9087,female,group D,279.0,B,69.75,1.0,1.0
std-9088,female,group C,289.0,B,72.25,1.0,1.0
std-9090,female,group E,258.0,B,64.5,1.0,1.0
std-9091,female,group C,282.0,B,70.5,1.0,0.0
std-9092,female,group A,251.0,B,62.75,1.0,0.0
std-9093,female,group E,261.0,B,65.25,1.0,1.0
std-9096,female,group B,301.0,B,75.25,1.0,1.0
std-9098,female,group E,310.0,B,77.5,1.0,0.0
std-9100,female,group A,254.0,B,63.5,0.0,1.0
std-9101,female,group D,318.0,B,79.5,1.0,0.0
std-9102,female,group C,285.0,B,71.25,0.0,0.0
std-9103,female,group D,293.0,B,73.25,1.0,1.0
std-9104,female,group C,312.0,B,78.0,1.0,1.0
std-9105,female,group B,302.0,B,75.5,0.0,0.0
std-9106,female,group D,279.0,B,69.75,0.0,0.0
std-9108,female,group A,293.0,B,73.25,1.0,0.0
std-9109,female,group E,307.0,B,76.75,0.0,0.0
std-9110,female,group C,337.0,A,84.25,0.0,0.0
std-9111,female,group C,321.0,A,80.25,1.0,0.0
std-9112,female,group D,326.0,A,81.5,0.0,0.0
std-9113,female,group D,285.0,B,71.25,1.0,0.0
std-9114,female,group D,307.0,B,76.75,0.0,1.0
std-9115,female,group B,336.0,A,84.0,1.0,1.0
std-9116,female,group C,311.0,B,77.75,0.0,0.0
std-9119,female,group C,295.0,B,73.75,1.0,0.0
std-9120,female,group A,319.0,B,79.75,1.0,0.0
std-9121,female,group B,262.0,B,65.5,0.0,1.0
std-9124,female,group D,280.0,B,70.0,1.0,0.0
std-9125,female,group C,275.0,B,68.75,1.0,1.0
std-9126,female,group D,322.0,A,80.5,1.0,0.0
std-9127,female,group B,348.0,A,87.0,1.0,0.0
std-9129,female,group B,318.0,B,79.5,1.0,1.0
std-9131,female,group B,283.0,B,70.75,1.0,1.0
std-9132,female,group D,255.0,B,63.75,0.0,1.0
std-9133,female,group B,260.0,B,65.0,1.0,1.0
std-9134,female,group D,261.0,B,65.25,1.0,1.0
std-9135,female,group D,331.0,A,82.75,1.0,0.0
std-9136,female,group D,255.0,B,63.75,0.0,1.0
std-9137,female,group D,296.0,B,74.0,1.0,0.0
std-9138,female,group C,301.0,B,75.25,1.0,0.0
std-9139,female,group C,273.0,B,68.25,1.0,1.0
std-9141,female,group C,262.0,B,65.5,0.0,0.0
std-9142,female,group C,295.0,B,73.75,0.0,0.0
std-9143,female,group C,295.0,B,73.75,1.0,1.0
std-9144,female,group E,299.0,B,74.75,0.0,0.0
std-9145,female,group B,331.0,A,82.75,0.0,0.0
std-9147,female,group D,329.0,A,82.25,0.0,1.0
std-9148,female,group A,290.0,B,72.5,1.0,0.0
std-9149,female,group D,287.0,B,71.75,1.0,0.0
std-9150,female,group D,307.0,B,76.75,0.0,0.0
std-9151,female,group B,301.0,B,75.25,1.0,0.0
std-9152,female,group D,269.0,B,67.25,1.0,0.0
std-9153,female,group C,302.0,B,75.5,0.0,0.0
std-9155,female,group B,270.0,B,67.5,1.0,0.0
std-9156,female,group D,340.0,A,85.0,1.0,0.0
std-9158,female,group B,277.0,B,69.25,0.0,1.0
std-9159,female,group B,273.0,B,68.25,1.0,1.0
std-9161,female,group C,331.0,A,82.75,1.0,0.0
std-9162,female,group D,258.0,B,64.5,1.0,1.0
std-9163,female,group C,310.0,B,77.5,1.0,1.0
std-9164,female,group B,286.0,B,71.5,0.0,1.0
std-9165,female,group B,283.0,B,,1.0,0.0
std-9166,female,group C,274.0,B,,0.0,0.0
std-9168,female,group D,288.0,B,,1.0,0.0
std-9169,female,group A,307.0,B,76.75,,0.0
std-9170,female,group C,316.0,B,79.0,1.0,1.0
std-9171,female,group C,260.0,B,65.0,1.0,1.0
std-9172,female,,285.0,B,71.25,1.0,0.0
std-9173,,group C,318.0,B,79.5,1.0,0.0
std-9174,female,group E,323.0,A,80.75,1.0,1.0
std-9175,female,group D,327.0,A,81.75,1.0,0.0
std-9176,female,group A,290.0,B,72.5,0.0,0.0
std-9177,female,group D,290.0,B,72.5,0.0,1.0
std-9178,female,group C,320.0,A,80.0,0.0,1.0
std-9179,female,group C,292.0,B,73.0,0.0,0.0
std-9180,female,group C,288.0,B,72.0,1.0,0.0
std-9181,female,group D,272.0,B,68.0,1.0,0.0
std-9182,female,group B,377.0,A,94.25,1.0,0.0
std-9183,female,group D,286.0,B,71.5,0.0,0.0
std-9184,female,group E,314.0,B,78.5,0.0,1.0
std-9186,female,group A,293.0,B,73.25,0.0,0.0
std-9187,female,group A,290.0,B,72.5,1.0,1.0
std-9189,female,group B,267.0,B,66.75,1.0,0.0
std-9190,female,group A,270.0,B,67.5,1.0,1.0
std-9191,female,group C,325.0,A,81.25,1.0,0.0
std-9192,female,group D,292.0,B,73.0,0.0,0.0
std-9193,female,group B,315.0,B,78.75,1.0,1.0
std-9195,female,group E,268.0,B,67.0,1.0,0.0
std-9197,female,group C,274.0,B,68.5,1.0,0.0
std-9198,female,group C,295.0,B,73.75,1.0,1.0
std-9199,female,group C,316.0,B,79.0,1.0,0.0
std-9200,female,group D,283.0,B,70.75,0.0,0.0
std-9203,female,group A,281.0,B,70.25,1.0,1.0
std-9204,female,group C,307.0,B,76.75,1.0,0.0
std-9205,female,group C,269.0,B,67.25,1.0,1.0
std-9207,female,group C,311.0,B,77.75,1.0,1.0
std-9208,female,group C,311.0,B,77.75,1.0,1.0
std-9209,female,group A,336.0,A,84.0,1.0,1.0
std-9210,female,group A,285.0,B,71.25,0.0,1.0
std-9211,female,group D,284.0,B,71.0,0.0,1.0
std-9212,female,group C,260.0,B,65.0,1.0,1.0
std-9213,female,group E,255.0,B,63.75,1.0,1.0
std-9214,female,group B,368.0,A,92.0,1.0,1.0
std-9217,female,group C,302.0,B,75.5,0.0,0.0
std-9218,female,group C,274.0,B,68.5,0.0,0.0
std-9219,female,group B,277.0,B,69.25,0.0,0.0
std-9221,female,group D,292.0,B,73.0,1.0,1.0
std-9223,female,group B,285.0,B,71.25,1.0,0.0
std-9224,female,group B,270.0,B,67.5,1.0,1.0
std-9225,female,group C,316.0,B,79.0,1.0,1.0
std-9226,female,group A,264.0,B,66.0,1.0,0.0
std-9227,female,group C,272.0,B,68.0,1.0,1.0
std-9228,female,group B,311.0,B,77.75,0.0,1.0
std-9229,female,group E,350.0,A,87.5,0.0,0.0
std-9230,female,group E,278.0,B,69.5,0.0,0.0
std-9231,female,group E,260.0,B,65.0,1.0,0.0
std-9233,female,,281.0,B,70.25,1.0,0.0
std-9235,female,group D,282.0,B,70.5,1.0,0.0
std-9236,female,group C,279.0,B,69.75,1.0,
std-9238,female,group C,328.0,A,82.0,1.0,0.0
std-9239,female,group C,282.0,B,,1.0,0.0
std-9241,female,group C,267.0,B,66.75,1.0,0.0
std-9242,female,group C,269.0,B,67.25,1.0,0.0
std-9243,female,group A,285.0,B,71.25,1.0,1.0
std-9244,female,group A,278.0,B,69.5,1.0,0.0
std-9245,female,group D,267.0,B,66.75,1.0,0.0
std-9247,female,group D,301.0,B,75.25,1.0,0.0
std-9250,female,group D,294.0,B,73.5,1.0,0.0
std-9253,female,group C,279.0,B,69.75,1.0,1.0
std-9254,female,group C,306.0,B,76.5,0.0,0.0
std-9255,female,group C,317.0,B,79.25,0.0,1.0
std-9256,female,group E,314.0,B,78.5,1.0,0.0
