roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade,academic_strength,is_at_risk,performance_balance,socioeconomic_proxy,parental_education_level,gender_binary,high_achiever,science_strong,is_outlier
std-9454,female,group A,bachelor's degree,0.0,0.0,65.0,58.0,44.0,79.0,246.0,C,61.5,0,14.571661996262929,0.0,5.0,1,0,1,False
std-9455,female,group C,bachelor's degree,1.0,1.0,83.0,77.0,80.0,50.0,290.0,B,72.5,0,15.198684153570664,1.0,5.0,1,1,0,False
std-9456,female,group B,some high school,1.0,0.0,59.0,99.0,72.0,92.0,322.0,A,80.5,0,18.33939293797189,0.5,1.0,1,1,1,False
std-9457,female,group A,associate's degree,0.0,0.0,100.0,75.0,69.0,49.0,293.0,B,73.25,0,21.013884299037464,0.0,4.0,1,1,0,False
std-9458,female,group D,some high school,0.0,1.0,76.0,58.0,59.0,39.0,232.0,C,58.0,0,15.121728296285006,0.5,1.0,1,0,0,False
std-9459,female,group C,high school,1.0,0.0,30.0,40.0,72.0,65.0,207.0,C,51.75,0,19.972898304118676,0.5,2.0,1,0,1,False
std-9460,female,group C,master's degree,1.0,0.0,70.0,74.0,99.0,52.0,295.0,B,73.75,0,19.36276495407272,0.5,6.0,1,1,0,False
std-9461,female,group D,master's degree,1.0,0.0,61.0,79.0,92.0,56.0,288.0,B,72.0,0,16.593171286204857,0.5,6.0,1,1,0,False
std-9462,female,group E,some high school,1.0,0.0,65.0,89.0,90.0,61.0,305.0,B,76.25,0,15.392097539538485,0.5,1.0,1,1,0,False
std-9463,female,group E,some college,1.0,0.0,84.0,58.0,86.0,60.0,288.0,B,72.0,0,15.05545305418162,0.5,3.0,1,1,0,False
std-9464,female,group D,some college,1.0,1.0,96.0,50.0,68.0,73.0,287.0,B,71.75,0,18.945096111307187,1.0,3.0,1,1,1,False
std-9465,female,group E,associate's degree,1.0,0.0,58.0,61.0,80.0,79.0,278.0,B,69.5,0,11.61895003862225,0.5,4.0,1,1,1,False
std-9466,female,group A,master's degree,0.0,1.0,92.0,63.0,57.0,64.0,276.0,B,69.0,0,15.641824275533422,0.5,6.0,1,1,0,False
std-9467,female,group A,high school,0.0,0.0,57.0,56.0,97.0,99.0,309.0,B,77.25,0,23.97741993348464,0.0,2.0,1,1,1,False
std-9468,female,group E,high school,0.0,0.0,83.0,96.0,95.0,23.0,297.0,B,74.25,0,34.67347689517162,0.0,2.0,1,1,0,False
std-9469,female,group D,associate's degree,1.0,1.0,65.0,72.0,85.0,40.0,262.0,B,65.5,0,18.91207727000571,1.0,4.0,1,1,0,False
std-9470,female,group D,associate's degree,1.0,0.0,69.0,59.0,53.0,77.0,258.0,B,64.5,0,10.63014581273465,0.5,4.0,1,1,1,False
std-9471,female,group A,some college,1.0,0.0,100.0,79.0,95.0,71.0,345.0,A,86.25,0,13.549292724468438,0.5,3.0,1,1,0,False
std-9472,female,group C,bachelor's degree,1.0,1.0,27.0,90.0,87.0,100.0,304.0,B,76.0,0,33.13608305156178,1.0,5.0,1,1,1,False
std-9473,female,group B,master's degree,1.0,0.0,38.0,62.0,55.0,76.0,231.0,C,57.75,0,15.79820664927932,0.5,6.0,1,0,1,False
std-9474,female,group A,some high school,0.0,0.0,45.0,86.0,68.0,57.0,256.0,B,64.0,0,17.416467303484175,0.0,1.0,1,1,0,False
std-9475,female,group A,master's degree,1.0,0.0,80.0,66.0,75.0,73.0,294.0,B,73.5,0,5.802298395176403,0.5,6.0,1,1,0,False
std-9476,female,group A,master's degree,0.0,1.0,45.0,41.0,83.0,35.0,204.0,C,51.0,0,21.72556098240043,0.5,6.0,1,0,0,False
std-9477,female,group A,high school,1.0,1.0,76.0,44.0,64.0,61.0,245.0,C,61.25,0,13.200378782444085,1.0,2.0,1,0,0,False
std-9478,female,group E,high school,1.0,1.0,45.0,51.0,75.0,48.0,219.0,C,54.75,0,13.720422734012244,1.0,2.0,1,0,0,False
std-9479,female,group D,master's degree,0.0,0.0,77.0,67.0,53.0,72.0,269.0,B,67.25,0,10.3400515794974,0.0,6.0,1,1,1,False
std-9480,female,group A,high school,0.0,0.0,93.0,67.0,81.0,97.0,338.0,A,84.5,0,13.503086067019396,0.0,2.0,1,1,1,False
std-9481,female,group E,associate's degree,0.0,0.0,58.0,29.0,64.0,65.0,216.0,C,54.0,0,16.950909513454825,0.0,4.0,1,0,1,False
std-9482,female,group D,some high school,1.0,0.0,78.0,45.0,97.0,80.0,300.0,B,75.0,0,21.740898478827106,0.5,1.0,1,1,1,False
std-9483,female,group D,some college,1.0,0.0,48.0,100.0,77.0,52.0,277.0,B,69.25,0,24.185050478894325,0.5,3.0,1,1,0,False
std-9484,female,group B,some college,0.0,0.0,51.0,42.0,100.0,88.0,281.0,B,70.25,0,28.09952550014561,0.0,3.0,1,1,1,False
std-9485,female,group C,bachelor's degree,1.0,1.0,27.0,75.0,76.0,81.0,259.0,B,64.75,0,25.30316185775999,1.0,5.0,1,1,1,False
std-9486,female,group D,some high school,1.0,0.0,42.0,91.0,92.0,50.0,275.0,B,68.75,0,26.474830814693917,0.5,1.0,1,1,0,False
std-9487,female,group D,some college,1.0,1.0,52.0,33.0,71.0,91.0,247.0,C,61.75,0,24.91819950691997,1.0,3.0,1,0,1,False
std-9488,female,group E,some high school,1.0,1.0,76.0,32.0,68.0,63.0,239.0,C,59.75,0,19.259196937221102,1.0,1.0,1,0,1,False
std-9489,female,group C,some high school,0.0,0.0,47.0,63.0,100.0,71.0,281.0,B,70.25,0,22.20172665957913,0.0,1.0,1,1,1,False
std-9490,female,group B,some college,1.0,1.0,61.0,83.0,80.0,70.0,294.0,B,73.5,0,10.016652800877813,1.0,3.0,1,1,0,False
std-9491,female,group D,bachelor's degree,0.0,1.0,66.0,61.0,100.0,60.0,287.0,B,71.75,0,19.015344680897407,0.5,5.0,1,1,0,False
std-9492,female,group E,associate's degree,1.0,1.0,46.0,97.0,98.0,84.0,325.0,A,81.25,0,24.34988021873345,1.0,4.0,1,1,1,False
std-9493,female,group A,bachelor's degree,1.0,0.0,80.0,92.0,88.0,77.0,337.0,A,84.25,0,6.946221994724902,0.5,5.0,1,1,0,False
std-9494,female,group D,associate's degree,1.0,1.0,58.0,79.0,95.0,62.0,294.0,B,73.5,0,16.98038083593337,1.0,4.0,1,1,0,False
std-9495,female,group B,some high school,1.0,0.0,60.0,56.0,93.0,42.0,251.0,B,62.75,0,21.592822881689184,0.5,1.0,1,1,0,False
std-9496,female,group C,some college,1.0,1.0,78.0,97.0,47.0,56.0,278.0,B,69.5,0,22.48703330069724,1.0,3.0,1,1,0,False
std-9497,female,group D,high school,1.0,0.0,54.0,32.0,34.0,32.0,152.0,D,38.0,1,10.708252269472673,0.5,2.0,1,0,0,False
std-9498,female,group C,bachelor's degree,1.0,0.0,73.0,90.0,93.0,66.0,322.0,A,80.5,0,13.076696830622021,0.5,5.0,1,1,0,False
std-9499,female,group B,some high school,1.0,0.0,67.0,48.0,91.0,86.0,292.0,B,73.0,0,19.61292091114087,0.5,1.0,1,1,1,False
std-9500,female,group A,some college,0.0,0.0,40.0,75.0,63.0,99.0,277.0,B,69.25,0,24.58149710656371,0.0,3.0,1,1,1,False
std-9501,female,group C,bachelor's degree,1.0,0.0,77.0,96.0,67.0,100.0,340.0,A,85.0,0,15.641824275533422,0.5,5.0,1,1,1,False
std-9502,female,group D,master's degree,1.0,1.0,27.0,92.0,60.0,80.0,259.0,B,64.75,0,28.41801072090257,1.0,6.0,1,1,1,False
std-9503,female,group A,associate's degree,0.0,1.0,44.0,98.0,80.0,54.0,276.0,B,69.0,0,24.576411454889016,0.5,4.0,1,1,0,False
std-9504,female,group A,bachelor's degree,1.0,0.0,69.0,71.0,69.0,70.0,279.0,B,69.75,0,0.9574271077563381,0.5,5.0,1,1,1,False
std-9505,female,group B,some high school,1.0,0.0,27.0,94.0,51.0,76.0,248.0,C,62.0,0,29.246082358725133,0.5,1.0,1,0,1,False
std-9506,female,group D,bachelor's degree,1.0,0.0,79.0,42.0,82.0,46.0,249.0,C,62.25,0,21.17191535974013,0.5,5.0,1,0,0,False
std-9507,female,group A,bachelor's degree,0.0,1.0,53.0,37.0,73.0,38.0,201.0,C,50.25,0,16.839932699786342,0.5,5.0,1,0,0,False
std-9508,female,group D,high school,1.0,0.0,79.0,100.0,100.0,99.0,378.0,A,94.5,0,10.344080432788601,0.5,2.0,1,1,1,False
std-9509,female,group D,associate's degree,1.0,0.0,100.0,68.0,76.0,38.0,282.0,B,70.5,0,25.579940057266228,0.5,4.0,1,1,0,False
std-9510,female,group D,associate's degree,0.0,0.0,64.0,69.0,65.0,64.0,262.0,B,65.5,0,2.3804761428476167,0.0,4.0,1,1,0,False
std-9511,female,group C,high school,1.0,1.0,51.0,99.0,61.0,51.0,262.0,B,65.5,0,22.825424421026653,1.0,2.0,1,1,0,False
std-9512,female,group D,bachelor's degree,1.0,0.0,46.0,51.0,55.0,66.0,218.0,C,54.5,0,8.504900548115382,0.5,5.0,1,0,1,False
std-9513,female,group E,high school,0.0,1.0,65.0,48.0,45.0,57.0,215.0,C,53.75,0,9.069178573608527,0.5,2.0,1,0,1,False
std-9514,female,group D,associate's degree,1.0,0.0,90.0,45.0,100.0,81.0,316.0,B,79.0,0,23.958297101421877,0.5,4.0,1,1,1,False
std-9515,female,group A,bachelor's degree,1.0,0.0,63.0,54.0,89.0,39.0,245.0,C,61.25,0,20.982135258357285,0.5,5.0,1,0,0,False
std-9516,female,group D,high school,1.0,0.0,100.0,56.0,37.0,69.0,262.0,B,65.5,0,26.488991424111767,0.5,2.0,1,1,1,False
std-9517,female,group E,some college,1.0,0.0,47.0,77.0,100.0,69.0,293.0,B,73.25,0,21.884164746836163,0.5,3.0,1,1,0,False
std-9518,female,group C,some college,1.0,0.0,100.0,86.0,100.0,64.0,350.0,A,87.5,0,17.0,0.5,3.0,1,1,0,False
std-9519,female,group D,some high school,0.0,0.0,60.0,53.0,88.0,52.0,253.0,B,63.25,0,16.879474715365603,0.0,1.0,1,1,0,False
std-9520,female,group D,some high school,1.0,0.0,86.0,35.0,70.0,34.0,225.0,C,56.25,0,25.95348403072954,0.5,1.0,1,0,0,False
std-9521,female,group E,some high school,1.0,1.0,67.0,62.0,70.0,65.0,264.0,B,66.0,0,3.366501646120693,1.0,1.0,1,1,0,False
std-9522,female,group A,some high school,1.0,1.0,82.0,50.0,74.0,60.0,266.0,B,66.5,0,14.27118308573843,1.0,1.0,1,1,0,False
std-9523,female,group C,bachelor's degree,1.0,0.0,69.0,61.0,65.0,50.0,245.0,C,61.25,0,8.180260794538684,0.5,5.0,1,0,0,False
std-9524,female,group C,associate's degree,1.0,0.0,65.0,61.0,65.0,55.0,246.0,C,61.5,0,4.725815626252608,0.5,4.0,1,0,0,False
std-9525,female,group A,high school,1.0,1.0,83.0,51.0,65.0,68.0,267.0,B,66.75,0,13.124404748406688,1.0,2.0,1,1,1,False
std-9526,female,group D,some high school,0.0,1.0,57.0,55.0,87.0,32.0,231.0,C,57.75,0,22.559181427229728,0.5,1.0,1,0,0,False
std-9527,female,group D,associate's degree,1.0,0.0,32.0,38.0,100.0,60.0,230.0,C,57.5,0,30.78419507907697,0.5,4.0,1,0,1,False
std-9528,female,group D,associate's degree,1.0,0.0,28.0,75.0,85.0,81.0,269.0,B,67.25,0,26.48741839691693,0.5,4.0,1,1,1,False
std-9529,female,group A,bachelor's degree,0.0,0.0,27.0,40.0,80.0,49.0,196.0,D,49.0,1,22.55363976538303,0.0,5.0,1,0,0,False
std-9530,female,group A,high school,0.0,1.0,70.0,51.0,88.0,71.0,280.0,B,70.0,0,15.121728296285006,0.5,2.0,1,1,1,False
std-9531,female,group B,high school,1.0,0.0,47.0,80.0,89.0,79.0,295.0,B,73.75,0,18.39157415774952,0.5,2.0,1,1,1,False
std-9532,female,group A,some college,1.0,1.0,68.0,63.0,64.0,60.0,255.0,B,63.75,0,3.304037933599835,1.0,3.0,1,1,0,False
std-9533,female,group C,some high school,0.0,1.0,40.0,88.0,96.0,89.0,313.0,B,78.25,0,25.747168129071333,0.5,1.0,1,1,1,False
std-9534,female,group E,master's degree,1.0,0.0,56.0,88.0,69.0,61.0,274.0,B,68.5,0,14.059397805975427,0.5,6.0,1,1,0,False
std-9535,female,group D,high school,0.0,0.0,76.0,66.0,68.0,35.0,245.0,C,61.25,0,18.02544497832624,0.0,2.0,1,0,0,False
std-9536,female,group E,some college,1.0,0.0,78.0,76.0,93.0,67.0,314.0,B,78.5,0,10.785793124908958,0.5,3.0,1,1,0,False
std-9537,female,group A,some high school,1.0,1.0,67.0,100.0,45.0,72.0,284.0,B,71.0,0,22.612680808195506,1.0,1.0,1,1,1,False
std-9538,female,group D,high school,1.0,0.0,72.0,57.0,80.0,86.0,295.0,B,73.75,0,12.553220038433698,0.5,2.0,1,1,1,False
std-9539,female,group C,some college,1.0,0.0,51.0,95.0,96.0,82.0,324.0,A,81.0,0,20.992061991778385,0.5,3.0,1,1,1,False
std-9540,female,group E,high school,1.0,1.0,69.0,100.0,76.0,71.0,316.0,B,79.0,0,14.30617582258329,1.0,2.0,1,1,0,False
std-9541,female,group E,high school,1.0,0.0,27.0,62.0,85.0,80.0,254.0,B,63.5,0,26.261505415087434,0.5,2.0,1,1,1,False
std-9542,female,group C,some high school,0.0,0.0,62.0,100.0,69.0,81.0,312.0,B,78.0,0,16.6332999331662,0.0,1.0,1,1,1,False
std-9543,female,group C,high school,0.0,1.0,89.0,100.0,80.0,77.0,346.0,A,86.5,0,10.344080432788601,0.5,2.0,1,1,0,False
std-9544,female,group C,some high school,1.0,1.0,75.0,82.0,86.0,66.0,309.0,B,77.25,0,8.770214744615247,1.0,1.0,1,1,0,False
std-9545,female,group A,bachelor's degree,0.0,0.0,72.0,47.0,65.0,75.0,259.0,B,64.75,0,12.553220038433698,0.0,5.0,1,1,1,False
std-9546,female,group C,some college,1.0,1.0,79.0,78.0,41.0,74.0,272.0,B,68.0,0,18.12916618784953,1.0,3.0,1,1,1,False
std-9547,female,group D,associate's degree,1.0,0.0,48.0,77.0,87.0,59.0,271.0,B,67.75,0,17.53805386390786,0.5,4.0,1,1,0,False
std-9548,female,group D,associate's degree,1.0,0.0,66.0,53.0,87.0,40.0,246.0,C,61.5,0,20.041623354076552,0.5,4.0,1,0,0,False
std-9549,female,group A,associate's degree,1.0,0.0,57.0,71.0,77.0,76.0,281.0,B,70.25,0,9.215023964519391,0.5,4.0,1,1,1,False
std-9550,female,group D,high school,0.0,0.0,93.0,71.0,65.0,67.0,296.0,B,74.0,0,12.909944487358056,0.0,2.0,1,1,0,False
std-9551,female,group E,associate's degree,1.0,1.0,70.0,67.0,69.0,69.0,275.0,B,68.75,0,1.2583057392117916,1.0,4.0,1,1,1,False
std-9552,female,group D,bachelor's degree,1.0,1.0,65.0,33.0,69.0,49.0,216.0,C,54.0,0,16.451950239004088,1.0,5.0,1,0,0,False
std-9553,female,group C,some college,1.0,1.0,55.0,82.0,65.0,66.0,268.0,B,67.0,0,11.16542281629615,1.0,3.0,1,1,0,False
std-9554,female,group B,some high school,0.0,1.0,82.0,75.0,46.0,63.0,266.0,B,66.5,0,15.758595538097085,0.5,1.0,1,1,0,False
std-9555,female,group A,some college,0.0,1.0,61.0,77.0,54.0,65.0,257.0,B,64.25,0,9.63932916061417,0.5,3.0,1,1,1,False
std-9556,female,group D,high school,1.0,1.0,72.0,80.0,99.0,71.0,322.0,A,80.5,0,12.974333637352377,1.0,2.0,1,1,0,False
std-9557,female,group B,high school,1.0,1.0,55.0,56.0,100.0,88.0,299.0,B,74.75,0,22.76510487566442,1.0,2.0,1,1,1,False
std-9558,female,group D,some high school,1.0,1.0,31.0,61.0,86.0,83.0,261.0,B,65.25,0,25.408331966765022,1.0,1.0,1,1,1,False
std-9559,female,group B,high school,1.0,1.0,65.0,79.0,65.0,86.0,295.0,B,73.75,0,10.5,1.0,2.0,1,1,1,False
std-9560,female,group D,high school,1.0,0.0,65.0,79.0,60.0,74.0,278.0,B,69.5,0,8.582928793055823,0.5,2.0,1,1,1,False
std-9561,female,group D,bachelor's degree,1.0,0.0,65.0,43.0,100.0,54.0,262.0,B,65.5,0,24.691429012243635,0.5,5.0,1,1,0,False
std-9562,female,group D,bachelor's degree,1.0,1.0,80.0,41.0,71.0,84.0,276.0,B,69.0,0,19.44222209522358,1.0,5.0,1,1,1,False
std-9563,female,group B,some high school,0.0,0.0,59.0,65.0,77.0,58.0,259.0,B,64.75,0,8.73212459828649,0.0,1.0,1,1,0,False
std-9564,female,group E,master's degree,0.0,1.0,45.0,50.0,94.0,82.0,271.0,B,67.75,0,23.97741993348464,0.5,6.0,1,1,1,False
std-9565,female,group D,associate's degree,1.0,0.0,42.0,68.0,85.0,76.0,271.0,B,67.75,0,18.518009252256753,0.5,4.0,1,1,1,False
std-9566,female,group B,associate's degree,0.0,1.0,79.0,83.0,81.0,34.0,277.0,B,69.25,0,23.556669260883776,0.5,4.0,1,1,0,False
std-9567,female,group A,some high school,0.0,0.0,27.0,74.0,64.0,86.0,251.0,B,62.75,0,25.473842793474773,0.0,1.0,1,1,1,False
std-9568,female,group A,associate's degree,1.0,0.0,65.0,65.0,78.0,60.0,268.0,B,67.0,0,7.702813338860896,0.5,4.0,1,1,0,False
std-9569,female,group A,some high school,0.0,0.0,53.0,73.0,100.0,43.0,269.0,B,67.25,0,25.144581921360317,0.0,1.0,1,1,0,False
std-9570,female,group D,bachelor's degree,1.0,0.0,76.0,59.0,85.0,50.0,270.0,B,67.5,0,15.88500340992514,0.5,5.0,1,1,0,False
std-9571,female,group C,some high school,1.0,0.0,72.0,72.0,89.0,49.0,282.0,B,70.5,0,16.421530582338136,0.5,1.0,1,1,0,False
std-9572,female,group A,high school,1.0,1.0,61.0,59.0,86.0,74.0,280.0,B,70.0,0,12.569805089976535,1.0,2.0,1,1,1,False
std-9573,female,group B,bachelor's degree,1.0,1.0,73.0,87.0,73.0,80.0,313.0,B,78.25,0,6.701989754294367,1.0,5.0,1,1,1,False
std-9574,female,group A,master's degree,1.0,0.0,100.0,57.0,58.0,26.0,241.0,C,60.25,0,30.379543555930308,0.5,6.0,1,0,0,False
std-9575,female,group A,bachelor's degree,0.0,1.0,78.0,61.0,86.0,89.0,314.0,B,78.5,0,12.556538801224908,0.5,5.0,1,1,1,False
std-9576,female,group D,high school,0.0,1.0,55.0,80.0,56.0,88.0,279.0,B,69.75,0,16.78044496827582,0.5,2.0,1,1,1,False
std-9577,female,group D,high school,1.0,1.0,100.0,100.0,52.0,74.0,326.0,A,81.5,0,23.173260452512935,1.0,2.0,1,1,0,False
std-9578,female,group D,some college,0.0,1.0,93.0,68.0,53.0,82.0,296.0,B,74.0,0,17.339742404853272,0.5,3.0,1,1,1,False
std-9579,female,group D,some college,0.0,1.0,63.0,93.0,70.0,61.0,287.0,B,71.75,0,14.68275632615802,0.5,3.0,1,1,0,False
std-9580,female,group B,high school,1.0,1.0,48.0,92.0,71.0,68.0,279.0,B,69.75,0,18.006943105369107,1.0,2.0,1,1,0,False
std-9581,female,group C,associate's degree,1.0,0.0,70.0,77.0,67.0,60.0,274.0,B,68.5,0,7.047458170621991,0.5,4.0,1,1,0,False
std-9582,female,group C,associate's degree,1.0,1.0,57.0,54.0,64.0,46.0,221.0,C,55.25,0,7.455423082115014,1.0,4.0,1,0,0,False
std-9583,female,group D,associate's degree,1.0,0.0,75.0,49.0,59.0,88.0,271.0,B,67.75,0,17.23127002477376,0.5,4.0,1,1,1,False
std-9584,female,group A,bachelor's degree,1.0,0.0,86.0,38.0,55.0,65.0,244.0,C,61.0,0,20.049937655763422,0.5,5.0,1,0,1,False
std-9585,female,group B,some college,1.0,0.0,100.0,78.0,90.0,61.0,329.0,A,82.25,0,16.78044496827582,0.5,3.0,1,1,0,False
std-9586,female,group A,bachelor's degree,1.0,0.0,49.0,100.0,86.0,75.0,310.0,B,77.5,0,21.579311079519353,0.5,5.0,1,1,0,False
std-9587,female,group B,some high school,1.0,0.0,69.0,72.0,83.0,71.0,295.0,B,73.75,0,6.2915286960589585,0.5,1.0,1,1,0,False
std-9588,female,group B,high school,0.0,0.0,48.0,71.0,75.0,85.0,279.0,B,69.75,0,15.649813630413195,0.0,2.0,1,1,1,False
std-9589,female,group B,high school,1.0,1.0,28.0,77.0,77.0,87.0,269.0,B,67.25,0,26.587904518157625,1.0,2.0,1,1,1,False
std-9590,female,group A,high school,1.0,1.0,74.0,56.0,100.0,98.0,328.0,A,82.0,0,20.97617696340303,1.0,2.0,1,1,1,False
std-9591,female,group E,some college,1.0,1.0,49.0,95.0,94.0,89.0,327.0,A,81.75,0,21.990528264080726,1.0,3.0,1,1,1,False
std-9592,female,group C,associate's degree,1.0,0.0,45.0,74.0,74.0,91.0,284.0,B,71.0,0,19.096247449870006,0.5,4.0,1,1,1,False
std-9593,female,group B,some college,1.0,1.0,54.0,94.0,100.0,73.0,321.0,A,80.25,0,20.982135258357285,1.0,3.0,1,1,0,False
std-9594,female,group D,some college,0.0,0.0,92.0,65.0,69.0,77.0,303.0,B,75.75,0,11.926860441876563,0.0,3.0,1,1,1,False
std-9595,female,group D,high school,1.0,0.0,41.0,100.0,59.0,77.0,277.0,B,69.25,0,25.22399651125888,0.5,2.0,1,1,1,False
std-9596,female,group B,associate's degree,0.0,1.0,93.0,80.0,69.0,60.0,302.0,B,75.5,0,14.247806848775006,0.5,4.0,1,1,0,False
std-9597,female,group C,associate's degree,0.0,0.0,73.0,68.0,100.0,52.0,293.0,B,73.25,0,19.956202043475106,0.0,4.0,1,1,0,False
std-9598,female,group D,master's degree,0.0,1.0,67.0,66.0,78.0,37.0,248.0,C,62.0,0,17.530925056406275,0.5,6.0,1,0,0,False
std-9599,female,group C,associate's degree,1.0,0.0,71.0,69.0,77.0,93.0,310.0,B,77.5,0,10.878112581387146,0.5,4.0,1,1,1,False
std-9600,female,group D,associate's degree,1.0,1.0,92.0,46.0,63.0,97.0,298.0,B,74.5,0,24.20055095791554,1.0,4.0,1,1,1,False
std-9601,female,group A,high school,1.0,0.0,59.0,66.0,86.0,80.0,291.0,B,72.75,0,12.419742348374221,0.5,2.0,1,1,1,False
std-9602,female,group C,bachelor's degree,1.0,1.0,89.0,85.0,56.0,73.0,303.0,B,75.75,0,14.818344486930156,1.0,5.0,1,1,0,False
std-9603,female,group C,high school,1.0,0.0,86.0,77.0,81.0,67.0,311.0,B,77.75,0,8.05708797684788,0.5,2.0,1,1,0,False
std-9604,female,group A,associate's degree,1.0,0.0,35.0,81.0,74.0,41.0,231.0,C,57.75,0,23.11384866265244,0.5,4.0,1,0,0,False
std-9605,female,group E,bachelor's degree,0.0,0.0,71.0,71.0,90.0,77.0,309.0,B,77.25,0,8.958236433584458,0.0,5.0,1,1,0,False
std-9606,female,group E,some high school,0.0,1.0,47.0,98.0,77.0,68.0,290.0,B,72.5,0,21.142374511865974,0.5,1.0,1,1,0,False
std-9607,female,group E,master's degree,0.0,0.0,88.0,84.0,66.0,71.0,309.0,B,77.25,0,10.436314802968846,0.0,6.0,1,1,0,False
std-9608,female,group E,high school,0.0,1.0,27.0,100.0,58.0,89.0,274.0,B,68.5,0,32.88870120066566,0.5,2.0,1,1,1,False
std-9609,female,group D,associate's degree,1.0,0.0,61.0,62.0,82.0,68.0,273.0,B,68.25,0,9.673847907287634,0.5,4.0,1,1,0,False
std-9610,female,group A,some college,0.0,0.0,60.0,47.0,80.0,57.0,244.0,C,61.0,0,13.832329280830953,0.0,3.0,1,0,0,False
std-9611,female,group D,master's degree,1.0,0.0,52.0,82.0,57.0,69.0,260.0,B,65.0,0,13.391539617733779,0.5,6.0,1,1,1,False
std-9612,female,group A,some high school,0.0,0.0,51.0,86.0,72.0,55.0,264.0,B,66.0,0,16.14517471774978,0.0,1.0,1,1,0,False
std-9613,female,group C,master's degree,0.0,0.0,70.0,53.0,80.0,59.0,262.0,B,65.5,0,11.958260743101398,0.0,6.0,1,1,0,False
std-9614,female,group C,associate's degree,1.0,1.0,63.0,72.0,85.0,87.0,307.0,B,76.75,0,11.324751652906125,1.0,4.0,1,1,1,False
std-9615,female,group D,high school,1.0,0.0,71.0,59.0,80.0,69.0,279.0,B,69.75,0,8.616843969807043,0.5,2.0,1,1,0,False
std-9616,female,group B,some college,1.0,0.0,32.0,63.0,78.0,77.0,250.0,B,62.5,0,21.455380055672126,0.5,3.0,1,1,1,False
std-9617,female,group D,bachelor's degree,1.0,0.0,65.0,48.0,54.0,60.0,227.0,C,56.75,0,7.365459931328117,0.5,5.0,1,0,1,False
std-9618,female,group E,associate's degree,1.0,0.0,59.0,56.0,68.0,77.0,260.0,B,65.0,0,9.486832980505138,0.5,4.0,1,1,1,False
std-9619,female,group C,some high school,1.0,0.0,59.0,62.0,91.0,77.0,289.0,B,72.25,0,14.773286702694158,0.5,1.0,1,1,1,False
std-9620,female,group C,some high school,1.0,1.0,86.0,24.0,94.0,54.0,258.0,B,64.5,0,32.05724047179773,1.0,1.0,1,1,0,False
std-9621,female,group A,high school,1.0,1.0,63.0,80.0,80.0,61.0,284.0,B,71.0,0,10.424330514074594,1.0,2.0,1,1,0,False
std-9622,female,group B,some high school,1.0,1.0,83.0,81.0,79.0,48.0,291.0,B,72.75,0,16.580611166861935,1.0,1.0,1,1,0,False
std-9623,female,group C,some high school,1.0,0.0,70.0,79.0,87.0,96.0,332.0,A,83.0,0,11.105554165971787,0.5,1.0,1,1,1,False
std-9624,female,group E,some high school,1.0,0.0,27.0,79.0,67.0,78.0,251.0,B,62.75,0,24.4455176532086,0.5,1.0,1,1,1,False
std-9625,female,group D,high school,1.0,1.0,51.0,54.0,47.0,44.0,196.0,D,49.0,1,4.396968652757639,1.0,2.0,1,0,0,False
std-9626,female,group A,master's degree,1.0,1.0,65.0,71.0,71.0,55.0,262.0,B,65.5,0,7.54983443527075,1.0,6.0,1,1,0,False
std-9627,female,group C,some high school,1.0,0.0,27.0,100.0,63.0,100.0,290.0,B,72.5,0,34.99047489436708,0.5,1.0,1,1,1,False
std-9628,female,group C,some high school,1.0,0.0,80.0,60.0,82.0,58.0,280.0,B,70.0,0,12.754084313139327,0.5,1.0,1,1,0,False
std-9629,female,group E,some high school,1.0,0.0,33.0,45.0,97.0,61.0,236.0,C,59.0,0,27.80887148615228,0.5,1.0,1,0,1,False
std-9630,female,group B,bachelor's degree,0.0,0.0,77.0,81.0,75.0,55.0,288.0,B,72.0,0,11.604596790352806,0.0,5.0,1,1,0,False
std-9631,female,group D,some high school,1.0,1.0,60.0,80.0,100.0,87.0,327.0,A,81.75,0,16.700798384109266,1.0,1.0,1,1,1,False
std-9632,female,group C,some high school,1.0,0.0,44.0,90.0,98.0,59.0,291.0,B,72.75,0,25.5,0.5,1.0,1,1,0,False
std-9633,female,group D,associate's degree,1.0,1.0,44.0,42.0,45.0,75.0,206.0,C,51.5,0,15.716233645501712,1.0,4.0,1,0,1,False
std-9634,female,group C,some high school,1.0,1.0,44.0,72.0,64.0,63.0,243.0,C,60.75,0,11.87083260208258,1.0,1.0,1,0,1,False
std-9635,female,group D,associate's degree,0.0,0.0,76.0,67.0,89.0,81.0,313.0,B,78.25,0,9.215023964519391,0.0,4.0,1,1,1,False
std-9636,female,group D,high school,0.0,0.0,70.0,51.0,71.0,67.0,259.0,B,64.75,0,9.322910847297997,0.0,2.0,1,1,1,False
std-9637,female,group D,high school,0.0,0.0,32.0,53.0,100.0,65.0,250.0,B,62.5,0,28.478061731796284,0.0,2.0,1,1,1,False
std-9638,female,group C,high school,0.0,0.0,71.0,28.0,88.0,58.0,245.0,C,61.25,0,25.342651794948374,0.0,2.0,1,0,0,False
